"Date","Aggregate"
2018-08-01,1.78742734169499
2018-09-01,1.53791078732946
2018-10-01,1.96346466243866
2018-11-01,2.05428752238114
2018-12-01,1.99943764190449
2019-01-01,2.1529985057073
2019-02-01,1.82830218451199
2019-03-01,1.7806353170831
2019-04-01,1.56445150701231
2019-05-01,1.65483867497281
2019-06-01,2.00356844220692
2019-07-01,1.46358900364938
2019-08-01,1.91678370565491
2019-09-01,2.31116077285557
2019-10-01,1.91403803417435
2019-11-01,2.10601851782861
2019-12-01,2.01776568736937
2020-01-01,2.20339956145378
2020-02-01,1.71898020344656
2020-03-01,1.23002790749328
2020-04-01,1.27951479197604
2020-05-01,1.04604330786629
2020-06-01,1.02515487805489
2020-07-01,1.31702298218556
2020-08-01,1.34779959492957
2020-09-01,2.37882078457744
2020-10-01,1.68669834652681
2020-11-01,1.48175722004142
2020-12-01,1.34024424053141
2021-01-01,2.16658462230824
2021-02-01,1.81440381145751
2021-03-01,1.68744187492976
2021-04-01,1.90777374632801
2021-05-01,1.81376136041577
2021-06-01,1.90481076854452
2021-07-01,1.98226819586899
2021-08-01,2.25953478426441
2021-09-01,2.45842412481074
2021-10-01,2.7605099099482
2021-11-01,2.54276841154948
2021-12-01,1.86502313789585
2022-01-01,2.08576110595351
2022-02-01,1.68060190718891
2022-03-01,2.34896154805359
2022-04-01,2.29473466489157
2022-05-01,2.01780286559683
2022-06-01,1.76679303701177
2022-07-01,2.09206510340693
2022-08-01,2.28097120991651
2022-09-01,2.67402634385656
2022-10-01,2.49593498325134
2022-11-01,2.79099616878482
2022-12-01,1.73824656657446
2023-01-01,2.32703194134669
2023-02-01,1.83310487962957
2023-03-01,2.09152468759352
2023-04-01,1.86546903842414
2023-05-01,2.27951926953325
2023-06-01,2.32060268449499
2023-07-01,2.58692040555639
2023-08-01,2.62129430078428
2023-09-01,2.50508167496259
2023-10-01,1.75711647979781
2023-11-01,2.14099936807471
2023-12-01,2.09176081693562
2024-01-01,1.99787947244131
2024-02-01,1.83552221396233
2024-03-01,2.0262087378272
2024-04-01,2.04845137120498
2024-05-01,1.77741368860666
2024-06-01,1.75508431210826
